 strength = semiamplitude of R in solar mass,au,day
  pla  |p+q|:|p|     a(au)      e     i     argper        <R>      strength                   
    1   19   27    75.109917   0.64  27.36  54.88    1.2373E-02    4.0818E-05
    1   21   29    73.690184   0.64  27.36  54.88    1.2562E-02    3.9367E-05
    1   23   31    72.506968   0.64  27.36  54.88    1.2725E-02    3.8219E-05
    1   25   33    71.505557   0.64  27.36  54.88    1.2867E-02    3.7386E-05
    1   27   35    70.646941   0.64  27.36  54.88    1.2991E-02    3.6815E-05
    1   29   37    69.902545   0.64  27.36  54.88    1.3101E-02    3.6475E-05
    1   31   39    69.250957   0.64  27.36  54.88    1.3199E-02    3.6353E-05
    1   33   41    68.675809   0.64  27.36  54.88    1.3287E-02    3.6413E-05
    1   35   43    68.164373   0.64  27.36  54.88    1.3366E-02    3.6571E-05
    1   37   45    67.706604   0.64  27.36  54.88    1.3438E-02    3.6706E-05
    1   39   47    67.294464   0.64  27.36  54.88    1.3503E-02    3.6700E-05
    1   41   49    66.921447   0.64  27.36  54.88    1.3563E-02    3.6596E-05
    1   43   51    66.582227   0.64  27.36  54.88    1.3617E-02    3.6295E-05
    1   45   53    66.272407   0.64  27.36  54.88    1.3666E-02    3.5883E-05
    1   47   55    65.988318   0.64  27.36  54.88    1.3712E-02    3.5493E-05
    1   49   57    65.726881   0.64  27.36  54.88    1.3754E-02    3.5275E-05
    1   51   59    65.485487   0.64  27.36  54.88    1.3794E-02    3.5366E-05
    1   53   61    65.261915   0.64  27.36  54.88    1.3832E-02    3.6025E-05
    1   55   63    65.054261   0.64  27.36  54.88    1.3867E-02    3.7220E-05
    1   57   65    64.860881   0.64  27.36  54.88    1.3901E-02    3.9040E-05
    1   59   67    64.680351   0.64  27.36  54.88    1.3933E-02    4.1575E-05
    1   61   69    64.511431   0.64  27.36  54.88    1.3964E-02    4.4949E-05
    1   63   71    64.353036   0.64  27.36  54.88    1.3995E-02    4.9405E-05
    1   65   73    64.204210   0.64  27.36  54.88    1.4025E-02    5.5002E-05
    1   67   75    64.064112   0.64  27.36  54.88    1.4055E-02    6.2041E-05
    1   69   77    63.931996   0.64  27.36  54.88    1.4086E-02    7.1022E-05
    1   71   79    63.807197   0.64  27.36  54.88    1.4118E-02    8.2875E-05
    1   73   81    63.689124   0.64  27.36  54.88    1.4155E-02    9.9657E-05
    1   75   83    63.577248   0.64  27.36  54.88    1.4200E-02    1.2718E-04
    1   77   85    63.471092   0.64  27.36  54.88    1.4299E-02    2.0793E-04
    1   79   87    63.370230   0.64  27.36  54.88    1.4261E-02    1.5397E-04
    1   81   89    63.274273   0.64  27.36  54.88    1.4235E-02    1.1182E-04
    1   83   91    63.182873   0.64  27.36  54.88    1.4228E-02    9.0680E-05
    1   85   93    63.095713   0.64  27.36  54.88    1.4228E-02    7.6357E-05
    1   87   95    63.012504   0.64  27.36  54.88    1.4231E-02    6.5584E-05
    1   89   97    62.932984   0.64  27.36  54.88    1.4235E-02    5.7019E-05
    1   91   99    62.856912   0.64  27.36  54.88    1.4240E-02    4.9973E-05
    1   17   26    78.881191   0.64  27.36  54.88    1.1899E-02    3.3017E-05
    1   19   28    76.953219   0.64  27.36  54.88    1.2136E-02    3.1535E-05
    1   20   29    76.126496   0.64  27.36  54.88    1.2241E-02    3.0590E-05
    1   22   31    74.687831   0.64  27.36  54.88    1.2428E-02    2.9600E-05
    1   23   32    74.057992   0.64  27.36  54.88    1.2513E-02    2.9138E-05
    1   25   34    72.942914   0.64  27.36  54.88    1.2665E-02    2.8442E-05
    1   26   35    72.446983   0.64  27.36  54.88    1.2734E-02    2.8228E-05
    1   28   37    71.557139   0.64  27.36  54.88    1.2860E-02    2.7810E-05
    1   29   38    71.156444   0.64  27.36  54.88    1.2917E-02    2.7640E-05
    1   31   40    70.429732   0.64  27.36  54.88    1.3023E-02    2.7462E-05
    1   32   41    70.099205   0.64  27.36  54.88    1.3072E-02    2.7414E-05
    1   34   43    69.494462   0.64  27.36  54.88    1.3162E-02    2.7430E-05
    1   35   44    69.217131   0.64  27.36  54.88    1.3204E-02    2.7545E-05
    1   37   46    68.705986   0.64  27.36  54.88    1.3282E-02    2.7782E-05
    1   38   47    68.469950   0.64  27.36  54.88    1.3319E-02    2.7877E-05
    1   40   49    68.032208   0.64  27.36  54.88    1.3387E-02    2.8220E-05
    1   41   50    67.828874   0.64  27.36  54.88    1.3419E-02    2.8369E-05
    1   43   52    67.449764   0.64  27.36  54.88    1.3479E-02    2.8550E-05
    1   44   53    67.272769   0.64  27.36  54.88    1.3507E-02    2.8651E-05
    1   46   55    66.941239   0.64  27.36  54.88    1.3559E-02    2.8617E-05
    1   47   56    66.785772   0.64  27.36  54.88    1.3584E-02    2.8517E-05
    1   49   58    66.493386   0.64  27.36  54.88    1.3631E-02    2.8290E-05
    1   50   59    66.355742   0.64  27.36  54.88    1.3653E-02    2.8084E-05
    1   52   61    66.095948   0.64  27.36  54.88    1.3695E-02    2.7801E-05
    1   53   62    65.973226   0.64  27.36  54.88    1.3714E-02    2.7721E-05
    1   55   64    65.740857   0.64  27.36  54.88    1.3752E-02    2.7588E-05
    1   56   65    65.630754   0.64  27.36  54.88    1.3770E-02    2.7676E-05
    1   58   67    65.421683   0.64  27.36  54.88    1.3805E-02    2.7996E-05
    1   59   68    65.322346   0.64  27.36  54.88    1.3821E-02    2.8301E-05
    1   61   70    65.133234   0.64  27.36  54.88    1.3853E-02    2.9267E-05
    1   62   71    65.043157   0.64  27.36  54.88    1.3869E-02    2.9885E-05
    1   64   73    64.871274   0.64  27.36  54.88    1.3899E-02    3.1653E-05
    1   65   74    64.789220   0.64  27.36  54.88    1.3913E-02    3.2670E-05
    1   67   76    64.632313   0.64  27.36  54.88    1.3942E-02    3.5375E-05
    1   68   77    64.557254   0.64  27.36  54.88    1.3956E-02    3.6944E-05
    1   70   79    64.413447   0.64  27.36  54.88    1.3983E-02    4.0675E-05
    1   71   80    64.344525   0.64  27.36  54.88    1.3997E-02    4.2898E-05
    1   73   82    64.212242   0.64  27.36  54.88    1.4023E-02    4.7951E-05
    1   74   83    64.148734   0.64  27.36  54.88    1.4037E-02    5.0957E-05
    1   76   85    64.026643   0.64  27.36  54.88    1.4064E-02    5.7849E-05
    1   77   86    63.967934   0.64  27.36  54.88    1.4077E-02    6.1897E-05
    1   79   88    63.854900   0.64  27.36  54.88    1.4106E-02    7.1596E-05
    1   80   89    63.800466   0.64  27.36  54.88    1.4120E-02    7.7407E-05
    1   82   91    63.695517   0.64  27.36  54.88    1.4152E-02    9.2377E-05
    1   83   92    63.644908   0.64  27.36  54.88    1.4171E-02    1.0228E-04
    1   85   94    63.547206   0.64  27.36  54.88    1.4215E-02    1.3107E-04
    1   86   95    63.500032   0.64  27.36  54.88    1.4264E-02    1.7236E-04
    1   88   97    63.408851   0.64  27.36  54.88    1.4318E-02    2.1110E-04
    1   89   98    63.364773   0.64  27.36  54.88    1.4253E-02    1.3928E-04
    1   91  100    63.279481   0.64  27.36  54.88    1.4235E-02    1.0740E-04
    1   19   29    78.774702   0.64  27.36  54.88    1.1912E-02    2.4451E-05
    1   21   31    77.040443   0.64  27.36  54.88    1.2125E-02    2.3152E-05
    1   23   33    75.592941   0.64  27.36  54.88    1.2310E-02    2.2307E-05
    1   27   37    73.313251   0.64  27.36  54.88    1.2614E-02    2.1295E-05
    1   29   39    72.399391   0.64  27.36  54.88    1.2740E-02    2.1003E-05
    1   31   41    71.598724   0.64  27.36  54.88    1.2854E-02    2.0823E-05
    1   33   43    70.891394   0.64  27.36  54.88    1.2956E-02    2.0741E-05
    1   37   47    69.698152   0.64  27.36  54.88    1.3132E-02    2.0875E-05
    1   39   49    69.190238   0.64  27.36  54.88    1.3208E-02    2.1097E-05
    1   41   51    68.730270   0.64  27.36  54.88    1.3279E-02    2.1405E-05
    1   43   53    68.311756   0.64  27.36  54.88    1.3343E-02    2.1760E-05
    1   47   57    67.578493   0.64  27.36  54.88    1.3458E-02    2.2372E-05
    1   49   59    67.255498   0.64  27.36  54.88    1.3509E-02    2.2509E-05
    1   51   61    66.957148   0.64  27.36  54.88    1.3557E-02    2.2523E-05
    1   53   63    66.680722   0.64  27.36  54.88    1.3601E-02    2.2421E-05
    1   57   67    66.184629   0.64  27.36  54.88    1.3680E-02    2.1953E-05
    1   59   69    65.961202   0.64  27.36  54.88    1.3716E-02    2.1731E-05
    1   61   71    65.752083   0.64  27.36  54.88    1.3750E-02    2.1622E-05
    1   63   73    65.555940   0.64  27.36  54.88    1.3783E-02    2.1787E-05
    1   67   77    65.198027   0.64  27.36  54.88    1.3842E-02    2.3029E-05
    1   69   79    65.034305   0.64  27.36  54.88    1.3870E-02    2.4172E-05
    1   71   81    64.879618   0.64  27.36  54.88    1.3897E-02    2.5836E-05
    1   73   83    64.733237   0.64  27.36  54.88    1.3923E-02    2.7983E-05
    1   77   87    64.462853   0.64  27.36  54.88    1.3974E-02    3.3825E-05
    1   79   89    64.337737   0.64  27.36  54.88    1.3998E-02    3.7769E-05
    1   81   91    64.218687   0.64  27.36  54.88    1.4022E-02    4.2438E-05
    1   83   93    64.105271   0.64  27.36  54.88    1.4046E-02    4.7984E-05
    1   87   97    63.893816   0.64  27.36  54.88    1.4096E-02    6.2753E-05
    1   89   99    63.795096   0.64  27.36  54.88    1.4122E-02    7.2945E-05
    1   20   31    79.587520   0.64  27.36  54.88    1.1814E-02    1.8393E-05
    1   21   32    78.688445   0.64  27.36  54.88    1.1922E-02    1.7835E-05
    1   23   34    77.112460   0.64  27.36  54.88    1.2116E-02    1.7183E-05
    1   24   35    76.417890   0.64  27.36  54.88    1.2204E-02    1.6941E-05
    1   25   36    75.776086   0.64  27.36  54.88    1.2286E-02    1.6674E-05
    1   26   37    75.181229   0.64  27.36  54.88    1.2363E-02    1.6491E-05
    1   27   38    74.628331   0.64  27.36  54.88    1.2436E-02    1.6282E-05
    1   28   39    74.113085   0.64  27.36  54.88    1.2505E-02    1.6178E-05
    1   29   40    73.631758   0.64  27.36  54.88    1.2570E-02    1.6012E-05
    1   30   41    73.181096   0.64  27.36  54.88    1.2632E-02    1.5964E-05
    1   31   42    72.758249   0.64  27.36  54.88    1.2690E-02    1.5843E-05
    1   32   43    72.360711   0.64  27.36  54.88    1.2746E-02    1.5831E-05
    1   34   45    71.632961   0.64  27.36  54.88    1.2849E-02    1.5767E-05
    1   35   46    71.299043   0.64  27.36  54.88    1.2897E-02    1.5707E-05
    1   36   47    70.982955   0.64  27.36  54.88    1.2942E-02    1.5764E-05
    1   37   48    70.683305   0.64  27.36  54.88    1.2986E-02    1.5744E-05
    1   38   49    70.398839   0.64  27.36  54.88    1.3028E-02    1.5824E-05
    1   39   50    70.128428   0.64  27.36  54.88    1.3068E-02    1.5851E-05
    1   40   51    69.871054   0.64  27.36  54.88    1.3106E-02    1.5956E-05
    1   41   52    69.625795   0.64  27.36  54.88    1.3143E-02    1.6036E-05
    1   42   53    69.391812   0.64  27.36  54.88    1.3178E-02    1.6164E-05
    1   43   54    69.168344   0.64  27.36  54.88    1.3212E-02    1.6298E-05
    1   45   56    68.750234   0.64  27.36  54.88    1.3276E-02    1.6625E-05
    1   46   57    68.554377   0.64  27.36  54.88    1.3306E-02    1.6774E-05
    1   47   58    68.366592   0.64  27.36  54.88    1.3335E-02    1.6989E-05
    1   48   59    68.186389   0.64  27.36  54.88    1.3363E-02    1.7122E-05
    1   49   60    68.013317   0.64  27.36  54.88    1.3390E-02    1.7345E-05
    1   50   61    67.846960   0.64  27.36  54.88    1.3416E-02    1.7479E-05
    1   51   62    67.686935   0.64  27.36  54.88    1.3441E-02    1.7645E-05
    1   52   63    67.532886   0.64  27.36  54.88    1.3466E-02    1.7756E-05
    1   53   64    67.384484   0.64  27.36  54.88    1.3489E-02    1.7841E-05
    1   54   65    67.241424   0.64  27.36  54.88    1.3512E-02    1.7914E-05
    1   56   67    66.970215   0.64  27.36  54.88    1.3555E-02    1.7933E-05
    1   57   68    66.841555   0.64  27.36  54.88    1.3575E-02    1.7850E-05
    1   58   69    66.717214   0.64  27.36  54.88    1.3595E-02    1.7818E-05
    1   59   70    66.596978   0.64  27.36  54.88    1.3614E-02    1.7709E-05
    1   60   71    66.480647   0.64  27.36  54.88    1.3633E-02    1.7598E-05
    1   61   72    66.368033   0.64  27.36  54.88    1.3651E-02    1.7488E-05
    1   62   73    66.258961   0.64  27.36  54.88    1.3668E-02    1.7320E-05
    1   63   74    66.153265   0.64  27.36  54.88    1.3685E-02    1.7243E-05
    1   64   75    66.050792   0.64  27.36  54.88    1.3702E-02    1.7108E-05
    1   65   76    65.951397   0.64  27.36  54.88    1.3718E-02    1.7035E-05
    1   67   78    65.761297   0.64  27.36  54.88    1.3749E-02    1.6923E-05
    1   68   79    65.670344   0.64  27.36  54.88    1.3764E-02    1.7004E-05
    1   69   80    65.581967   0.64  27.36  54.88    1.3778E-02    1.7078E-05
    1   70   81    65.496058   0.64  27.36  54.88    1.3792E-02    1.7202E-05
    1   71   82    65.412514   0.64  27.36  54.88    1.3806E-02    1.7449E-05
    1   72   83    65.331240   0.64  27.36  54.88    1.3820E-02    1.7713E-05
    1   73   84    65.252145   0.64  27.36  54.88    1.3833E-02    1.8074E-05
    1   74   85    65.175141   0.64  27.36  54.88    1.3846E-02    1.8547E-05
    1   75   86    65.100146   0.64  27.36  54.88    1.3859E-02    1.9056E-05
    1   76   87    65.027084   0.64  27.36  54.88    1.3872E-02    1.9687E-05
    1   78   89    64.886464   0.64  27.36  54.88    1.3896E-02    2.1222E-05
    1   79   90    64.818770   0.64  27.36  54.88    1.3908E-02    2.2155E-05
    1   80   91    64.752734   0.64  27.36  54.88    1.3920E-02    2.3199E-05
    1   81   92    64.688296   0.64  27.36  54.88    1.3932E-02    2.4296E-05
    1   82   93    64.625399   0.64  27.36  54.88    1.3943E-02    2.5570E-05
    1   83   94    64.563988   0.64  27.36  54.88    1.3955E-02    2.6939E-05
    1   84   95    64.504011   0.64  27.36  54.88    1.3966E-02    2.8373E-05
    1   85   96    64.445418   0.64  27.36  54.88    1.3977E-02    3.0035E-05
    1   86   97    64.388162   0.64  27.36  54.88    1.3988E-02    3.1761E-05
    1   87   98    64.332198   0.64  27.36  54.88    1.3999E-02    3.3645E-05
    1   89  100    64.223973   0.64  27.36  54.88    1.4021E-02    3.7853E-05
    1   23   35    78.617153   0.64  27.36  54.88    1.1931E-02    1.3339E-05
    1   25   37    77.172929   0.64  27.36  54.88    1.2108E-02    1.2871E-05
    1   29   41    74.853896   0.64  27.36  54.88    1.2406E-02    1.2256E-05
    1   31   43    73.908607   0.64  27.36  54.88    1.2533E-02    1.2102E-05
    1   35   47    72.328654   0.64  27.36  54.88    1.2750E-02    1.1962E-05
    1   37   49    71.661640   0.64  27.36  54.88    1.2845E-02    1.1959E-05
    1   41   53    70.515596   0.64  27.36  54.88    1.3010E-02    1.2072E-05
    1   43   55    70.019660   0.64  27.36  54.88    1.3084E-02    1.2205E-05
    1   47   59    69.150174   0.64  27.36  54.88    1.3214E-02    1.2681E-05
    1   49   61    68.766936   0.64  27.36  54.88    1.3273E-02    1.3002E-05
    1   53   65    68.084591   0.64  27.36  54.88    1.3379E-02    1.3697E-05
    1   55   67    67.779534   0.64  27.36  54.88    1.3427E-02    1.3999E-05
    1   59   71    67.229735   0.64  27.36  54.88    1.3514E-02    1.4331E-05
    1   61   73    66.981138   0.64  27.36  54.88    1.3553E-02    1.4317E-05
    1   65   77    66.528656   0.64  27.36  54.88    1.3625E-02    1.4002E-05
    1   67   79    66.322166   0.64  27.36  54.88    1.3658E-02    1.3767E-05
    1   71   83    65.943248   0.64  27.36  54.88    1.3719E-02    1.3316E-05
    1   73   85    65.768997   0.64  27.36  54.88    1.3748E-02    1.3207E-05
    1   77   89    65.447043   0.64  27.36  54.88    1.3801E-02    1.3619E-05
    1   79   91    65.298024   0.64  27.36  54.88    1.3825E-02    1.4129E-05
    1   83   95    65.021080   0.64  27.36  54.88    1.3873E-02    1.6112E-05
    1   85   97    64.892182   0.64  27.36  54.88    1.3895E-02    1.7552E-05
    1   24   37    79.302004   0.64  27.36  54.88    1.1848E-02    1.0100E-05
    1   25   38    78.557243   0.64  27.36  54.88    1.1938E-02    9.9748E-06
    1   27   40    77.224420   0.64  27.36  54.88    1.2102E-02    9.6473E-06
    1   28   41    76.625689   0.64  27.36  54.88    1.2177E-02    9.5516E-06
    1   29   42    76.066138   0.64  27.36  54.88    1.2249E-02    9.4122E-06
    1   30   43    75.542028   0.64  27.36  54.88    1.2316E-02    9.3625E-06
    1   31   44    75.050080   0.64  27.36  54.88    1.2381E-02    9.2709E-06
    1   32   45    74.587411   0.64  27.36  54.88    1.2442E-02    9.2321E-06
    1   33   46    74.151470   0.64  27.36  54.88    1.2500E-02    9.1773E-06
    1   34   47    73.740000   0.64  27.36  54.88    1.2556E-02    9.1526E-06
    1   35   48    73.350988   0.64  27.36  54.88    1.2609E-02    9.1256E-06
    1   36   49    72.982638   0.64  27.36  54.88    1.2659E-02    9.1159E-06
    1   37   50    72.633342   0.64  27.36  54.88    1.2708E-02    9.1096E-06
    1   38   51    72.301653   0.64  27.36  54.88    1.2754E-02    9.1146E-06
    1   40   53    71.686013   0.64  27.36  54.88    1.2841E-02    9.1435E-06
    1   41   54    71.399819   0.64  27.36  54.88    1.2882E-02    9.1645E-06
    1   42   55    71.126718   0.64  27.36  54.88    1.2921E-02    9.2013E-06
    1   43   56    70.865831   0.64  27.36  54.88    1.2959E-02    9.2331E-06
    1   44   57    70.616354   0.64  27.36  54.88    1.2996E-02    9.2911E-06
    1   45   58    70.377552   0.64  27.36  54.88    1.3031E-02    9.3350E-06
    1   46   59    70.148754   0.64  27.36  54.88    1.3065E-02    9.4197E-06
    1   47   60    69.929341   0.64  27.36  54.88    1.3097E-02    9.4781E-06
    1   48   61    69.718747   0.64  27.36  54.88    1.3129E-02    9.5947E-06
    1   49   62    69.516449   0.64  27.36  54.88    1.3159E-02    9.6689E-06
    1   50   63    69.321966   0.64  27.36  54.88    1.3188E-02    9.8198E-06
    1   51   64    69.134852   0.64  27.36  54.88    1.3217E-02    9.9282E-06
    1   53   66    68.781116   0.64  27.36  54.88    1.3271E-02    1.0230E-05
    1   54   67    68.613757   0.64  27.36  54.88    1.3297E-02    1.0397E-05
    1   55   68    68.452291   0.64  27.36  54.88    1.3322E-02    1.0556E-05
    1   56   69    68.296411   0.64  27.36  54.88    1.3346E-02    1.0714E-05
    1   57   70    68.145832   0.64  27.36  54.88    1.3369E-02    1.0879E-05
    1   58   71    68.000287   0.64  27.36  54.88    1.3392E-02    1.1013E-05
    1   59   72    67.859527   0.64  27.36  54.88    1.3414E-02    1.1168E-05
    1   60   73    67.723321   0.64  27.36  54.88    1.3436E-02    1.1263E-05
    1   61   74    67.591450   0.64  27.36  54.88    1.3456E-02    1.1393E-05
    1   62   75    67.463710   0.64  27.36  54.88    1.3476E-02    1.1442E-05
    1   63   76    67.339910   0.64  27.36  54.88    1.3496E-02    1.1527E-05
    1   64   77    67.219871   0.64  27.36  54.88    1.3515E-02    1.1536E-05
    1   66   79    66.990406   0.64  27.36  54.88    1.3552E-02    1.1522E-05
    1   67   80    66.880672   0.64  27.36  54.88    1.3569E-02    1.1475E-05
    1   68   81    66.774080   0.64  27.36  54.88    1.3586E-02    1.1407E-05
    1   69   82    66.670495   0.64  27.36  54.88    1.3603E-02    1.1296E-05
    1   70   83    66.569793   0.64  27.36  54.88    1.3619E-02    1.1206E-05
    1   71   84    66.471855   0.64  27.36  54.88    1.3634E-02    1.1052E-05
    1   72   85    66.376568   0.64  27.36  54.88    1.3650E-02    1.0948E-05
    1   73   86    66.283826   0.64  27.36  54.88    1.3664E-02    1.0807E-05
    1   74   87    66.193528   0.64  27.36  54.88    1.3679E-02    1.0667E-05
    1   75   88    66.105579   0.64  27.36  54.88    1.3693E-02    1.0563E-05
    1   76   89    66.019888   0.64  27.36  54.88    1.3707E-02    1.0431E-05
    1   77   90    65.936369   0.64  27.36  54.88    1.3720E-02    1.0357E-05
    1   79   92    65.775526   0.64  27.36  54.88    1.3747E-02    1.0248E-05
    1   80   93    65.698050   0.64  27.36  54.88    1.3759E-02    1.0273E-05
    1   81   94    65.622443   0.64  27.36  54.88    1.3772E-02    1.0331E-05
    1   82   95    65.548638   0.64  27.36  54.88    1.3784E-02    1.0408E-05
    1   83   96    65.476572   0.64  27.36  54.88    1.3796E-02    1.0558E-05
    1   84   97    65.406183   0.64  27.36  54.88    1.3807E-02    1.0777E-05
    1   85   98    65.337414   0.64  27.36  54.88    1.3819E-02    1.1028E-05
    1   86   99    65.270209   0.64  27.36  54.88    1.3830E-02    1.1323E-05
    1   87  100    65.204515   0.64  27.36  54.88    1.3841E-02    1.1735E-05
    1   25   39    79.929465   0.64  27.36  54.88    1.1774E-02    7.7473E-06
    1   27   41    78.506190   0.64  27.36  54.88    1.1944E-02    7.4778E-06
    1   29   43    77.268796   0.64  27.36  54.88    1.2096E-02    7.2734E-06
    1   31   45    76.182938   0.64  27.36  54.88    1.2234E-02    7.1268E-06
    1   33   47    75.222273   0.64  27.36  54.88    1.2358E-02    7.0357E-06
    1   37   51    73.598587   0.64  27.36  54.88    1.2575E-02    6.9526E-06
    1   39   53    72.906237   0.64  27.36  54.88    1.2670E-02    6.9525E-06
    1   41   55    72.278599   0.64  27.36  54.88    1.2757E-02    6.9741E-06
    1   43   57    71.706981   0.64  27.36  54.88    1.2838E-02    7.0143E-06
    1   45   59    71.184183   0.64  27.36  54.88    1.2913E-02    7.0730E-06
    1   47   61    70.704191   0.64  27.36  54.88    1.2983E-02    7.1535E-06
    1   51   65    69.853144   0.64  27.36  54.88    1.3109E-02    7.4061E-06
    1   53   67    69.474132   0.64  27.36  54.88    1.3165E-02    7.5910E-06
    1   55   69    69.121758   0.64  27.36  54.88    1.3219E-02    7.8171E-06
    1   57   71    68.793304   0.64  27.36  54.88    1.3269E-02    8.0934E-06
    1   59   73    68.486411   0.64  27.36  54.88    1.3316E-02    8.3908E-06
    1   61   75    68.199019   0.64  27.36  54.88    1.3361E-02    8.6867E-06
    1   65   79    67.675737   0.64  27.36  54.88    1.3443E-02    9.1728E-06
    1   67   81    67.436856   0.64  27.36  54.88    1.3481E-02    9.3156E-06
    1   69   83    67.211436   0.64  27.36  54.88    1.3516E-02    9.3691E-06
    1   71   85    66.998368   0.64  27.36  54.88    1.3550E-02    9.3273E-06
    1   73   87    66.796663   0.64  27.36  54.88    1.3582E-02    9.1941E-06
    1   75   89    66.605435   0.64  27.36  54.88    1.3613E-02    8.9826E-06
    1   79   93    66.251301   0.64  27.36  54.88    1.3670E-02    8.4415E-06
    1   81   95    66.087029   0.64  27.36  54.88    1.3696E-02    8.2023E-06
    1   83   97    65.930485   0.64  27.36  54.88    1.3721E-02    8.0003E-06
    1   85   99    65.781133   0.64  27.36  54.88    1.3746E-02    7.8901E-06
    1   28   43    79.097749   0.64  27.36  54.88    1.1873E-02    5.7229E-06
    1   29   44    78.462166   0.64  27.36  54.88    1.1949E-02    5.6490E-06
    1   31   46    77.307435   0.64  27.36  54.88    1.2092E-02    5.5038E-06
    1   32   47    76.781353   0.64  27.36  54.88    1.2158E-02    5.4664E-06
    1   34   49    75.817352   0.64  27.36  54.88    1.2281E-02    5.3857E-06
    1   37   52    74.557543   0.64  27.36  54.88    1.2446E-02    5.3209E-06
    1   38   53    74.179748   0.64  27.36  54.88    1.2496E-02    5.3038E-06
    1   41   56    73.152070   0.64  27.36  54.88    1.2636E-02    5.3169E-06
    1   43   58    72.543226   0.64  27.36  54.88    1.2720E-02    5.3404E-06
    1   44   59    72.258687   0.64  27.36  54.88    1.2760E-02    5.3412E-06
    1   46   61    71.725212   0.64  27.36  54.88    1.2836E-02    5.3846E-06
    1   47   62    71.474818   0.64  27.36  54.88    1.2871E-02    5.4265E-06
    1   49   64    71.003502   0.64  27.36  54.88    1.2939E-02    5.4895E-06
    1   52   67    70.361995   0.64  27.36  54.88    1.3033E-02    5.6134E-06
    1   53   68    70.163708   0.64  27.36  54.88    1.3062E-02    5.6773E-06
    1   56   71    69.609854   0.64  27.36  54.88    1.3145E-02    5.9015E-06
    1   58   73    69.271366   0.64  27.36  54.88    1.3196E-02    6.1000E-06
    1   59   74    69.110438   0.64  27.36  54.88    1.3221E-02    6.1982E-06
    1   61   76    68.803893   0.64  27.36  54.88    1.3267E-02    6.4374E-06
    1   62   77    68.657797   0.64  27.36  54.88    1.3290E-02    6.5884E-06
    1   64   79    68.378870   0.64  27.36  54.88    1.3333E-02    6.8538E-06
    1   67   82    67.990756   0.64  27.36  54.88    1.3394E-02    7.2168E-06
    1   68   83    67.868767   0.64  27.36  54.88    1.3413E-02    7.3334E-06
    1   71   86    67.522820   0.64  27.36  54.88    1.3467E-02    7.5619E-06
    1   73   88    67.307539   0.64  27.36  54.88    1.3501E-02    7.6294E-06
    1   74   89    67.204140   0.64  27.36  54.88    1.3518E-02    7.6351E-06
    1   76   91    67.005282   0.64  27.36  54.88    1.3549E-02    7.5754E-06
    1   77   92    66.909622   0.64  27.36  54.88    1.3564E-02    7.5194E-06
    1   79   94    66.725374   0.64  27.36  54.88    1.3594E-02    7.3497E-06
    1   82   97    66.465421   0.64  27.36  54.88    1.3635E-02    6.9748E-06
    1   83   98    66.382840   0.64  27.36  54.88    1.3649E-02    6.8479E-06
    1   29   45    79.646528   0.64  27.36  54.88    1.1807E-02    4.4049E-06
    1   31   47    78.423812   0.64  27.36  54.88    1.1954E-02    4.2748E-06
    1   33   49    77.341383   0.64  27.36  54.88    1.2087E-02    4.1763E-06
    1   35   51    76.376296   0.64  27.36  54.88    1.2209E-02    4.1220E-06
    1   37   53    75.510371   0.64  27.36  54.88    1.2320E-02    4.0857E-06
    1   39   55    74.729010   0.64  27.36  54.88    1.2423E-02    4.0663E-06
    1   41   57    74.020356   0.64  27.36  54.88    1.2518E-02    4.0629E-06
    1   43   59    73.374678   0.64  27.36  54.88    1.2605E-02    4.0736E-06
    1   45   61    72.783911   0.64  27.36  54.88    1.2687E-02    4.0963E-06
    1   47   63    72.241314   0.64  27.36  54.88    1.2763E-02    4.1287E-06
    1   49   65    71.741209   0.64  27.36  54.88    1.2833E-02    4.1693E-06
    1   51   67    71.278780   0.64  27.36  54.88    1.2900E-02    4.2186E-06
    1   53   69    70.849913   0.64  27.36  54.88    1.2962E-02    4.2794E-06
    1   55   71    70.451073   0.64  27.36  54.88    1.3020E-02    4.3568E-06
    1   57   73    70.079207   0.64  27.36  54.88    1.3075E-02    4.4569E-06
    1   59   75    69.731661   0.64  27.36  54.88    1.3127E-02    4.5856E-06
    1   61   77    69.406120   0.64  27.36  54.88    1.3176E-02    4.7459E-06
    1   63   79    69.100555   0.64  27.36  54.88    1.3222E-02    4.9372E-06
    1   65   81    68.813178   0.64  27.36  54.88    1.3266E-02    5.1541E-06
    1   67   83    68.542409   0.64  27.36  54.88    1.3308E-02    5.3866E-06
    1   69   85    68.286847   0.64  27.36  54.88    1.3347E-02    5.6210E-06
    1   71   87    68.045244   0.64  27.36  54.88    1.3385E-02    5.8418E-06
    1   73   89    67.816484   0.64  27.36  54.88    1.3421E-02    6.0278E-06
    1   75   91    67.599569   0.64  27.36  54.88    1.3455E-02    6.1642E-06
    1   77   93    67.393600   0.64  27.36  54.88    1.3488E-02    6.2404E-06
    1   79   95    67.197768   0.64  27.36  54.88    1.3519E-02    6.2459E-06
    1   81   97    67.011342   0.64  27.36  54.88    1.3548E-02    6.1774E-06
    1   83   99    66.833659   0.64  27.36  54.88    1.3577E-02    6.0430E-06
    1   31   48    79.532299   0.64  27.36  54.88    1.1821E-02    3.3321E-06
    1   32   49    78.944384   0.64  27.36  54.88    1.1891E-02    3.2884E-06
