 strength = semiamplitude of R in solar mass,au,day
  pla  |p+q|:|p|     a(au)      e     i     argper        <R>      strength                   
    1   85   48    40.598069   0.91  11.97  36.97    1.8428E-02    1.4381E-08
    1   86   49    40.840300   0.91  11.97  36.97    1.8354E-02    1.1780E-08
    1   87   50    41.076271   0.91  11.97  36.97    1.8282E-02    1.0793E-08
    1   88   51    41.306225   0.91  11.97  36.97    1.8212E-02    1.3643E-08
    1   89   52    41.530395   0.91  11.97  36.97    1.8144E-02    8.7177E-09
    1   90   53    41.749000   0.91  11.97  36.97    1.8078E-02    1.1968E-08
    1   91   54    41.962248   0.91  11.97  36.97    1.8014E-02    1.2578E-08
    1   92   55    42.170338   0.91  11.97  36.97    1.7951E-02    5.7928E-09
    1   93   56    42.373457   0.91  11.97  36.97    1.7890E-02    1.2328E-08
    1   94   57    42.571783   0.91  11.97  36.97    1.7831E-02    1.1002E-08
    1   95   58    42.765488   0.91  11.97  36.97    1.7773E-02    7.1945E-09
    1   96   59    42.954733   0.91  11.97  36.97    1.7717E-02    1.1173E-08
    1   97   60    43.139673   0.91  11.97  36.97    1.7662E-02    9.9825E-09
    1   98   61    43.320455   0.91  11.97  36.97    1.7609E-02    8.2711E-09
    1   99   62    43.497220   0.91  11.97  36.97    1.7557E-02    1.0128E-08
    1  100   63    43.670102   0.91  11.97  36.97    1.7506E-02    7.8812E-09
    1   39    1     5.167107   0.91  11.97  36.97    1.6828E-02    5.5615E-11
    1   41    3    10.395581   0.91  11.97  36.97    1.7045E-02    2.4719E-10
    1   43    5    14.156575   0.91  11.97  36.97    1.7310E-02    4.1238E-10
    1   45    7    17.187559   0.91  11.97  36.97    1.7608E-02    6.3314E-10
    1   47    9    19.741809   0.91  11.97  36.97    1.7932E-02    8.2659E-10
    1   49   11    21.949346   0.91  11.97  36.97    1.8280E-02    9.4650E-10
    1   51   13    23.889439   0.91  11.97  36.97    1.8649E-02    1.1816E-09
    1   53   15    25.615378   0.91  11.97  36.97    1.9035E-02    1.3707E-09
    1   55   17    27.165310   0.91  11.97  36.97    1.9425E-02    1.5339E-09
    1   59   21    29.844802   0.91  11.97  36.97    2.0106E-02    1.9040E-09
    1   61   23    31.013861   0.91  11.97  36.97    2.0308E-02    2.3405E-09
    1   63   25    32.089046   0.91  11.97  36.97    2.0381E-02    2.7681E-09
    1   65   27    33.081925   0.91  11.97  36.97    2.0340E-02    3.3093E-09
    1   67   29    34.002118   0.91  11.97  36.97    2.0222E-02    5.1901E-09
    1   69   31    34.857714   0.91  11.97  36.97    2.0058E-02    6.6736E-09
    1   71   33    35.655585   0.91  11.97  36.97    1.9872E-02    7.9691E-09
    1   73   35    36.401613   0.91  11.97  36.97    1.9677E-02    8.7393E-09
    1   75   37    37.100875   0.91  11.97  36.97    1.9481E-02    9.7137E-09
    1   77   39    37.757778   0.91  11.97  36.97    1.9290E-02    7.0827E-09
    1   79   41    38.376175   0.91  11.97  36.97    1.9106E-02    8.3220E-09
    1   81   43    38.959448   0.91  11.97  36.97    1.8929E-02    1.0509E-08
    1   83   45    39.510584   0.91  11.97  36.97    1.8761E-02    1.1619E-08
    1   85   47    40.032231   0.91  11.97  36.97    1.8601E-02    9.1603E-09
    1   87   49    40.526745   0.91  11.97  36.97    1.8450E-02    8.2396E-09
    1   89   51    40.996233   0.91  11.97  36.97    1.8306E-02    1.1055E-08
    1   91   53    41.442584   0.91  11.97  36.97    1.8171E-02    1.0176E-08
    1   93   55    41.867497   0.91  11.97  36.97    1.8042E-02    7.7028E-09
    1   97   59    42.659002   0.91  11.97  36.97    1.7805E-02    9.8019E-09
    1   99   61    43.028242   0.91  11.97  36.97    1.7695E-02    9.2472E-09
    1   40    1     5.080625   0.91  11.97  36.97    1.6826E-02    5.3776E-11
    1   41    2     7.933313   0.91  11.97  36.97    1.6923E-02    1.3241E-10
    1   43    4    12.199767   0.91  11.97  36.97    1.7159E-02    3.1330E-10
    1   44    5    13.941261   0.91  11.97  36.97    1.7292E-02    4.0399E-10
    1   46    7    16.937552   0.91  11.97  36.97    1.7580E-02    6.1611E-10
    1   47    8    18.250941   0.91  11.97  36.97    1.7733E-02    7.1859E-10
    1   49   10    20.598066   0.91  11.97  36.97    1.8059E-02    8.8673E-10
    1   50   11    21.655703   0.91  11.97  36.97    1.8229E-02    9.9379E-10
    1   53   14    24.463877   0.91  11.97  36.97    1.8771E-02    1.2733E-09
    1   55   16    26.089276   0.91  11.97  36.97    1.9150E-02    1.4730E-09
    1   56   17    26.840943   0.91  11.97  36.97    1.9341E-02    1.4845E-09
    1   58   19    28.238454   0.91  11.97  36.97    1.9709E-02    1.7489E-09
    1   59   20    28.889664   0.91  11.97  36.97    1.9879E-02    1.7663E-09
    1   61   22    30.108265   0.91  11.97  36.97    2.0161E-02    2.0324E-09
    1   62   23    30.679476   0.91  11.97  36.97    2.0262E-02    2.0620E-09
    1   64   25    31.753909   0.91  11.97  36.97    2.0371E-02    2.4688E-09
    1   67   28    33.215898   0.91  11.97  36.97    2.0327E-02    3.2596E-09
    1   68   29    33.667941   0.91  11.97  36.97    2.0272E-02    3.0305E-09
    1   70   31    34.524941   0.91  11.97  36.97    2.0127E-02    4.4643E-09
    1   71   32    34.931582   0.91  11.97  36.97    2.0042E-02    4.9213E-09
    1   73   34    35.704905   0.91  11.97  36.97    1.9859E-02    6.2069E-09
    1   74   35    36.072928   0.91  11.97  36.97    1.9765E-02    6.9251E-09
    1   76   37    36.774710   0.91  11.97  36.97    1.9574E-02    7.9826E-09
    1   77   38    37.109556   0.91  11.97  36.97    1.9479E-02    8.2877E-09
    1   79   40    37.749607   0.91  11.97  36.97    1.9293E-02    9.1512E-09
    1   80   41    38.055703   0.91  11.97  36.97    1.9202E-02    7.4318E-09
    1   82   43    38.642057   0.91  11.97  36.97    1.9025E-02    9.1776E-09
    1   83   44    38.923053   0.91  11.97  36.97    1.8940E-02    5.7235E-09
    1   85   46    39.462365   0.91  11.97  36.97    1.8776E-02    8.0276E-09
    1   86   47    39.721299   0.91  11.97  36.97    1.8696E-02    7.8106E-09
    1   88   49    40.219140   0.91  11.97  36.97    1.8544E-02    6.0098E-09
    1   89   50    40.458568   0.91  11.97  36.97    1.8471E-02    9.0071E-09
    1   92   53    41.141729   0.91  11.97  36.97    1.8262E-02    9.3442E-09
    1   94   55    41.570036   0.91  11.97  36.97    1.8132E-02    6.2908E-09
    1   95   56    41.776635   0.91  11.97  36.97    1.8070E-02    8.8186E-09
    1   97   58    42.175607   0.91  11.97  36.97    1.7949E-02    7.1484E-09
    1   98   59    42.368309   0.91  11.97  36.97    1.7892E-02    7.8380E-09
    1  100   61    42.740907   0.91  11.97  36.97    1.7780E-02    7.5364E-09
    1   43    3    10.070686   0.91  11.97  36.97    1.7026E-02    1.9150E-10
    1   47    7    16.696443   0.91  11.97  36.97    1.7553E-02    5.7820E-10
    1   49    9    19.200894   0.91  11.97  36.97    1.7857E-02    7.7937E-10
    1   51   11    21.371689   0.91  11.97  36.97    1.8182E-02    9.6601E-10
    1   53   13    23.284602   0.91  11.97  36.97    1.8527E-02    1.0924E-09
    1   57   17    26.526089   0.91  11.97  36.97    1.9260E-02    1.4447E-09
    1   59   19    27.918467   0.91  11.97  36.97    1.9625E-02    1.6806E-09
    1   61   21    29.188838   0.91  11.97  36.97    1.9954E-02    1.7251E-09
    1   63   23    30.353960   0.91  11.97  36.97    2.0207E-02    2.0138E-09
    1   67   27    32.420259   0.91  11.97  36.97    2.0378E-02    2.5448E-09
    1   69   29    33.341856   0.91  11.97  36.97    2.0314E-02    3.2184E-09
    1   71   31    34.199997   0.91  11.97  36.97    2.0188E-02    3.8101E-09
    1   73   33    35.001331   0.91  11.97  36.97    2.0026E-02    4.3421E-09
    1   77   37    36.455621   0.91  11.97  36.97    1.9662E-02    5.5574E-09
    1   79   39    37.117796   0.91  11.97  36.97    1.9477E-02    6.1835E-09
    1   81   41    37.741840   0.91  11.97  36.97    1.9295E-02    5.9960E-09
    1   83   43    38.331053   0.91  11.97  36.97    1.9119E-02    5.3581E-09
    1   87   47    39.416335   0.91  11.97  36.97    1.8790E-02    7.7373E-09
    1   89   49    39.917306   0.91  11.97  36.97    1.8636E-02    4.3540E-09
    1   91   51    40.393334   0.91  11.97  36.97    1.8491E-02    6.9338E-09
    1   93   53    40.846275   0.91  11.97  36.97    1.8352E-02    7.9608E-09
    1   97   57    41.689426   0.91  11.97  36.97    1.8096E-02    3.7287E-09
    1   99   59    42.082518   0.91  11.97  36.97    1.7977E-02    7.3375E-09
    1   43    2     7.685372   0.91  11.97  36.97    1.6912E-02    1.2439E-10
    1   44    3     9.917516   0.91  11.97  36.97    1.7018E-02    2.1776E-10
    1   45    4    11.835560   0.91  11.97  36.97    1.7134E-02    2.9472E-10
    1   46    5    13.534180   0.91  11.97  36.97    1.7259E-02    3.7925E-10
    1   47    6    15.065820   0.91  11.97  36.97    1.7390E-02    4.7154E-10
    1   48    7    16.463735   0.91  11.97  36.97    1.7529E-02    5.7931E-10
    1   49    8    17.750875   0.91  11.97  36.97    1.7673E-02    6.6681E-10
    1   50    9    18.944021   0.91  11.97  36.97    1.7822E-02    7.6248E-10
    1   51   10    20.055972   0.91  11.97  36.97    1.7977E-02    8.3965E-10
    1   52   11    21.096807   0.91  11.97  36.97    1.8137E-02    8.1328E-10
    1   53   12    22.074663   0.91  11.97  36.97    1.8302E-02    1.0357E-09
    1   54   13    22.996244   0.91  11.97  36.97    1.8471E-02    1.0922E-09
    1   55   14    23.867160   0.91  11.97  36.97    1.8645E-02    1.1461E-09
    1   56   15    24.692174   0.91  11.97  36.97    1.8822E-02    1.2614E-09
    1   57   16    25.475375   0.91  11.97  36.97    1.9001E-02    1.4067E-09
    1   58   17    26.220308   0.91  11.97  36.97    1.9183E-02    1.4189E-09
    1   59   18    26.930071   0.91  11.97  36.97    1.9364E-02    1.5353E-09
    1   60   19    27.607394   0.91  11.97  36.97    1.9542E-02    1.6594E-09
    1   61   20    28.254694   0.91  11.97  36.97    1.9714E-02    1.6699E-09
    1   62   21    28.874130   0.91  11.97  36.97    1.9875E-02    1.7000E-09
    1   63   22    29.467634   0.91  11.97  36.97    2.0021E-02    1.8320E-09
    1   64   23    30.036944   0.91  11.97  36.97    2.0146E-02    2.0001E-09
    1   65   24    30.583635   0.91  11.97  36.97    2.0247E-02    2.0803E-09
    1   66   25    31.109132   0.91  11.97  36.97    2.0320E-02    1.9944E-09
    1   67   26    31.614734   0.91  11.97  36.97    2.0364E-02    2.1668E-09
    1   68   27    32.101629   0.91  11.97  36.97    2.0381E-02    2.3282E-09
    1   69   28    32.570903   0.91  11.97  36.97    2.0374E-02    2.5066E-09
    1   70   29    33.023554   0.91  11.97  36.97    2.0345E-02    2.7293E-09
    1   71   30    33.460501   0.91  11.97  36.97    2.0300E-02    3.1258E-09
    1   72   31    33.882593   0.91  11.97  36.97    2.0241E-02    3.4710E-09
    1   73   32    34.290613   0.91  11.97  36.97    2.0171E-02    3.7298E-09
    1   74   33    34.685289   0.91  11.97  36.97    2.0094E-02    4.0047E-09
    1   75   34    35.067296   0.91  11.97  36.97    2.0012E-02    4.1939E-09
    1   76   35    35.437260   0.91  11.97  36.97    1.9925E-02    4.4262E-09
    1   77   36    35.795768   0.91  11.97  36.97    1.9836E-02    4.8062E-09
    1   78   37    36.143365   0.91  11.97  36.97    1.9746E-02    5.0181E-09
    1   79   38    36.480561   0.91  11.97  36.97    1.9655E-02    4.8066E-09
    1   80   39    36.807833   0.91  11.97  36.97    1.9564E-02    5.7530E-09
    1   81   40    37.125629   0.91  11.97  36.97    1.9474E-02    5.4429E-09
    1   83   42    37.734445   0.91  11.97  36.97    1.9297E-02    6.3764E-09
    1   84   43    38.026231   0.91  11.97  36.97    1.9210E-02    5.2497E-09
    1   85   44    38.310075   0.91  11.97  36.97    1.9126E-02    5.7953E-09
    1   86   45    38.586307   0.91  11.97  36.97    1.9042E-02    6.5742E-09
    1   87   46    38.855237   0.91  11.97  36.97    1.8961E-02    4.3043E-09
    1   88   47    39.117158   0.91  11.97  36.97    1.8881E-02    6.6756E-09
    1   89   48    39.372349   0.91  11.97  36.97    1.8803E-02    6.2252E-09
    1   90   49    39.621072   0.91  11.97  36.97    1.8727E-02    4.9570E-09
    1   91   50    39.863575   0.91  11.97  36.97    1.8653E-02    7.0339E-09
    1   92   51    40.100095   0.91  11.97  36.97    1.8580E-02    5.5887E-09
    1   93   52    40.330856   0.91  11.97  36.97    1.8510E-02    5.5423E-09
    1   94   53    40.556069   0.91  11.97  36.97    1.8441E-02    6.7674E-09
    1   95   54    40.775936   0.91  11.97  36.97    1.8374E-02    4.9005E-09
    1   96   55    40.990651   0.91  11.97  36.97    1.8308E-02    5.9619E-09
    1   97   56    41.200394   0.91  11.97  36.97    1.8244E-02    6.0857E-09
    1   98   57    41.405340   0.91  11.97  36.97    1.8182E-02    4.9406E-09
    1   99   58    41.605656   0.91  11.97  36.97    1.8121E-02    6.2866E-09
    1  100   59    41.801498   0.91  11.97  36.97    1.8062E-02    5.1407E-09
    1   47    5    13.341519   0.91  11.97  36.97    1.7243E-02    3.6960E-10
    1   53   11    20.830597   0.91  11.97  36.97    1.8095E-02    9.1989E-10
    1   55   13    22.716650   0.91  11.97  36.97    1.8418E-02    1.0839E-09
    1   59   17    25.923190   0.91  11.97  36.97    1.9109E-02    1.3664E-09
    1   61   19    27.304843   0.91  11.97  36.97    1.9462E-02    1.6320E-09
    1   65   23    29.728078   0.91  11.97  36.97    2.0081E-02    1.9693E-09
    1   67   25    30.798813   0.91  11.97  36.97    2.0280E-02    2.0127E-09
    1   71   29    32.712741   0.91  11.97  36.97    2.0367E-02    2.5790E-09
    1   73   31    33.572452   0.91  11.97  36.97    2.0285E-02    2.7128E-09
    1   79   37    35.837711   0.91  11.97  36.97    1.9826E-02    4.3297E-09
    1   83   41    37.133084   0.91  11.97  36.97    1.9472E-02    5.2190E-09
    1   85   43    37.727399   0.91  11.97  36.97    1.9299E-02    2.9489E-09
    1   89   47    38.823594   0.91  11.97  36.97    1.8970E-02    6.1095E-09
    1   95   53    40.270963   0.91  11.97  36.97    1.8528E-02    5.9072E-09
    1   97   55    40.708442   0.91  11.97  36.97    1.8394E-02    5.9293E-09
    1   45    2     7.455936   0.91  11.97  36.97    1.6903E-02    1.1678E-10
    1   46    3     9.627927   0.91  11.97  36.97    1.7003E-02    1.7524E-10
    1   47    4    11.497372   0.91  11.97  36.97    1.7112E-02    2.7773E-10
    1   48    5    13.155570   0.91  11.97  36.97    1.7229E-02    3.5672E-10
    1   49    6    14.653025   0.91  11.97  36.97    1.7353E-02    4.4077E-10
    1   50    7    16.021722   0.91  11.97  36.97    1.7483E-02    5.3886E-10
    1   51    8    17.283713   0.91  11.97  36.97    1.7618E-02    6.1264E-10
    1   52    9    18.455109   0.91  11.97  36.97    1.7759E-02    7.2016E-10
    1   53   10    19.548192   0.91  11.97  36.97    1.7904E-02    7.9658E-10
    1   54   11    20.572629   0.91  11.97  36.97    1.8055E-02    8.9715E-10
    1   55   12    21.536223   0.91  11.97  36.97    1.8209E-02    9.7622E-10
    1   56   13    22.445402   0.91  11.97  36.97    1.8368E-02    1.0279E-09
    1   57   14    23.305547   0.91  11.97  36.97    1.8531E-02    1.1592E-09
    1   58   15    24.121224   0.91  11.97  36.97    1.8698E-02    1.1815E-09
    1   59   16    24.896358   0.91  11.97  36.97    1.8867E-02    1.3287E-09
    1   60   17    25.634349   0.91  11.97  36.97    1.9039E-02    1.3527E-09
    1   61   18    26.338171   0.91  11.97  36.97    1.9212E-02    1.4293E-09
    1   62   19    27.010448   0.91  11.97  36.97    1.9385E-02    1.5695E-09
    1   63   20    27.653502   0.91  11.97  36.97    1.9554E-02    1.5973E-09
    1   64   21    28.269408   0.91  11.97  36.97    1.9718E-02    1.6201E-09
    1   65   22    28.860026   0.91  11.97  36.97    1.9871E-02    1.7121E-09
    1   66   23    29.427031   0.91  11.97  36.97    2.0011E-02    1.8725E-09
    1   67   24    29.971936   0.91  11.97  36.97    2.0133E-02    1.9473E-09
    1   68   25    30.496119   0.91  11.97  36.97    2.0232E-02    1.9616E-09
    1   69   26    31.000832   0.91  11.97  36.97    2.0307E-02    1.9554E-09
    1   70   27    31.487220   0.91  11.97  36.97    2.0355E-02    1.9762E-09
    1   71   28    31.956335   0.91  11.97  36.97    2.0379E-02    2.1972E-09
    1   72   29    32.409140   0.91  11.97  36.97    2.0379E-02    2.3892E-09
    1   73   30    32.846525   0.91  11.97  36.97    2.0359E-02    2.5831E-09
    1   74   31    33.269312   0.91  11.97  36.97    2.0322E-02    2.6648E-09
    1   75   32    33.678260   0.91  11.97  36.97    2.0271E-02    2.8049E-09
    1   76   33    34.074075   0.91  11.97  36.97    2.0210E-02    2.9067E-09
    1   77   34    34.457410   0.91  11.97  36.97    2.0140E-02    3.0147E-09
    1   78   35    34.828877   0.91  11.97  36.97    2.0064E-02    3.0149E-09
    1   79   36    35.189042   0.91  11.97  36.97    1.9984E-02    3.2552E-09
    1   80   37    35.538438   0.91  11.97  36.97    1.9901E-02    3.2012E-09
    1   81   38    35.877559   0.91  11.97  36.97    1.9815E-02    3.2404E-09
    1   82   39    36.206872   0.91  11.97  36.97    1.9729E-02    3.8831E-09
    1   83   40    36.526812   0.91  11.97  36.97    1.9643E-02    3.4249E-09
    1   84   41    36.837789   0.91  11.97  36.97    1.9556E-02    4.1532E-09
    1   85   42    37.140187   0.91  11.97  36.97    1.9470E-02    4.2096E-09
    1   87   44    37.720675   0.91  11.97  36.97    1.9301E-02    5.0181E-09
    1   88   45    37.999429   0.91  11.97  36.97    1.9218E-02    4.2549E-09
    1   89   46    38.270934   0.91  11.97  36.97    1.9137E-02    4.5536E-09
    1   90   47    38.535477   0.91  11.97  36.97    1.9058E-02    5.3259E-09
    1   91   48    38.793331   0.91  11.97  36.97    1.8980E-02    4.0438E-09
    1   92   49    39.044753   0.91  11.97  36.97    1.8903E-02    4.8368E-09
    1   93   50    39.289986   0.91  11.97  36.97    1.8828E-02    5.2734E-09
    1   94   51    39.529263   0.91  11.97  36.97    1.8755E-02    3.5478E-09
    1   95   52    39.762804   0.91  11.97  36.97    1.8684E-02    5.0771E-09
    1   96   53    39.990816   0.91  11.97  36.97    1.8614E-02    4.8005E-09
    1   97   54    40.213498   0.91  11.97  36.97    1.8546E-02    4.1011E-09
    1   98   55    40.431040   0.91  11.97  36.97    1.8479E-02    5.1445E-09
    1   99   56    40.643621   0.91  11.97  36.97    1.8414E-02    4.1310E-09
    1  100   57    40.851412   0.91  11.97  36.97    1.8351E-02    4.7644E-09
    1   47    3     9.490872   0.91  11.97  36.97    1.6995E-02    1.8947E-10
    1   49    5    12.975969   0.91  11.97  36.97    1.7215E-02    3.5091E-10
    1   51    7    15.811597   0.91  11.97  36.97    1.7462E-02    5.3305E-10
    1   53    9    18.222233   0.91  11.97  36.97    1.7730E-02    6.9390E-10
    1   57   13    22.182109   0.91  11.97  36.97    1.8321E-02    1.0175E-09
    1   59   15    23.847892   0.91  11.97  36.97    1.8641E-02    1.1774E-09
    1   61   17    25.353421   0.91  11.97  36.97    1.8973E-02    1.3258E-09
    1   63   19    26.723861   0.91  11.97  36.97    1.9310E-02    1.5529E-09
    1   65   21    27.978717   0.91  11.97  36.97    1.9641E-02    1.5875E-09
    1   67   23    29.133491   0.91  11.97  36.97    1.9940E-02    1.8551E-09
    1   69   25    30.200754   0.91  11.97  36.97    2.0179E-02    1.8351E-09
    1   71   27    31.190867   0.91  11.97  36.97    2.0329E-02    1.9847E-09
    1   73   29    32.112486   0.91  11.97  36.97    2.0381E-02    2.2869E-09
    1   75   31    32.972924   0.91  11.97  36.97    2.0349E-02    2.5493E-09
    1   79   35    34.534339   0.91  11.97  36.97    2.0125E-02    2.8556E-09
    1   81   37    35.245335   0.91  11.97  36.97    1.9971E-02    3.1635E-09
    1   83   39    35.915467   0.91  11.97  36.97    1.9806E-02    3.6328E-09
    1   85   41    36.548295   0.91  11.97  36.97    1.9637E-02    4.0912E-09
    1   87   43    37.146963   0.91  11.97  36.97    1.9468E-02    3.5268E-09
    1   89   45    37.714253   0.91  11.97  36.97    1.9303E-02    4.0245E-09
    1   91   47    38.252646   0.91  11.97  36.97    1.9143E-02    4.6491E-09
    1   93   49    38.764358   0.91  11.97  36.97    1.8988E-02    4.5610E-09
    1   95   51    39.251376   0.91  11.97  36.97    1.8840E-02    3.4655E-09
    1   97   53    39.715490   0.91  11.97  36.97    1.8698E-02    4.2999E-09
    1   47    2     7.242891   0.91  11.97  36.97    1.6895E-02    1.0956E-10
    1   49    4    11.182351   0.91  11.97  36.97    1.7092E-02    2.6230E-10
    1   52    7    15.608229   0.91  11.97  36.97    1.7442E-02    5.1549E-10
    1   53    8    16.846121   0.91  11.97  36.97    1.7570E-02    6.0727E-10
    1   56   11    20.079841   0.91  11.97  36.97    1.7981E-02    8.4090E-10
    1   58   13    21.926404   0.91  11.97  36.97    1.8276E-02    1.0088E-09
    1   59   14    22.775846   0.91  11.97  36.97    1.8429E-02    1.0484E-09
    1   61   16    24.349157   0.91  11.97  36.97    1.8747E-02    1.2866E-09
    1   62   17    25.080065   0.91  11.97  36.97    1.8909E-02    1.2962E-09
    1   64   19    26.444758   0.91  11.97  36.97    1.9239E-02    1.5296E-09
    1   67   22    28.282801   0.91  11.97  36.97    1.9721E-02    1.7175E-09
    1   68   23    28.847164   0.91  11.97  36.97    1.9868E-02    1.8300E-09
    1   71   26    30.415888   0.91  11.97  36.97    2.0219E-02    1.9027E-09
    1   73   28    31.369959   0.91  11.97  36.97    2.0346E-02    2.0595E-09
    1   74   29    31.822529   0.91  11.97  36.97    2.0374E-02    2.2272E-09
    1   76   31    32.683050   0.91  11.97  36.97    2.0368E-02    2.4463E-09
    1   77   32    33.092533   0.91  11.97  36.97    2.0339E-02    2.4716E-09
    1   79   34    33.873369   0.91  11.97  36.97    2.0242E-02    2.4548E-09
    1   82   37    34.958202   0.91  11.97  36.97    2.0036E-02    2.8029E-09
    1   83   38    35.298873   0.91  11.97  36.97    1.9958E-02    3.0986E-09
    1   86   41    36.264423   0.91  11.97  36.97    1.9714E-02    3.7305E-09
    1   88   43    36.865010   0.91  11.97  36.97    1.9548E-02    3.8453E-09
    1   89   44    37.153433   0.91  11.97  36.97    1.9466E-02    4.1164E-09
    1   91   46    37.708113   0.91  11.97  36.97    1.9305E-02    4.1830E-09
    1   92   47    37.974948   0.91  11.97  36.97    1.9226E-02    4.2130E-09
    1   94   49    38.488944   0.91  11.97  36.97    1.9072E-02    4.2989E-09
    1   97   52    39.214340   0.91  11.97  36.97    1.8851E-02    4.3441E-09
    1   98   53    39.444855   0.91  11.97  36.97    1.8781E-02    3.5760E-09
    1   49    3     9.230827   0.91  11.97  36.97    1.6982E-02    1.7241E-10
    1   51    5    12.634471   0.91  11.97  36.97    1.7190E-02    3.3371E-10
    1   53    7    15.411277   0.91  11.97  36.97    1.7423E-02    5.0883E-10
    1   55    9    17.777761   0.91  11.97  36.97    1.7676E-02    6.6900E-10
    1   57   11    19.844297   0.91  11.97  36.97    1.7946E-02    8.3396E-10
    1   59   13    21.677943   0.91  11.97  36.97    1.8233E-02    1.0007E-09
    1   61   15    23.323736   0.91  11.97  36.97    1.8535E-02    1.1610E-09
    1   63   17    24.813961   0.91  11.97  36.97    1.8849E-02    1.2831E-09
    1   65   19    26.172829   0.91  11.97  36.97    1.9171E-02    1.4839E-09
    1   67   21    27.419119   0.91  11.97  36.97    1.9492E-02    1.5654E-09
    1   71   25    29.630907   0.91  11.97  36.97    2.0059E-02    1.8425E-09
    1   73   27    30.618537   0.91  11.97  36.97    2.0253E-02    1.9682E-09
    1   75   29    31.539030   0.91  11.97  36.97    2.0359E-02    2.2328E-09
    1   77   31    32.399463   0.91  11.97  36.97    2.0379E-02    2.3234E-09
    1   79   33    33.205886   0.91  11.97  36.97    2.0328E-02    2.3643E-09
    1   81   35    33.963507   0.91  11.97  36.97    2.0228E-02    2.5422E-09
    1   83   37    34.676846   0.91  11.97  36.97    2.0096E-02    2.6956E-09
    1   85   39    35.349854   0.91  11.97  36.97    1.9946E-02    2.9983E-09
    1   87   41    35.986000   0.91  11.97  36.97    1.9787E-02    3.3914E-09
    1   89   43    36.588348   0.91  11.97  36.97    1.9626E-02    3.5302E-09
    1   91   45    37.159619   0.91  11.97  36.97    1.9465E-02    3.3342E-09
    1   93   47    37.702236   0.91  11.97  36.97    1.9307E-02    3.6526E-09
    1   95   49    38.218370   0.91  11.97  36.97    1.9153E-02    3.9532E-09
    1   97   51    38.709967   0.91  11.97  36.97    1.9005E-02    3.6221E-09
    1   99   53    39.178784   0.91  11.97  36.97    1.8862E-02    3.3658E-09
    1   49    2     7.044440   0.91  11.97  36.97    1.6887E-02    1.0305E-10
    1   50    3     9.107336   0.91  11.97  36.97    1.6976E-02    1.6478E-10
    1   51    4    10.888057   0.91  11.97  36.97    1.7074E-02    2.4920E-10
    1   52    5    12.471967   0.91  11.97  36.97    1.7178E-02    3.1720E-10
    1   53    6    13.906167   0.91  11.97  36.97    1.7289E-02    3.9720E-10
    1   54    7    15.220422   0.91  11.97  36.97    1.7405E-02    4.8120E-10
    1   55    8    16.435214   0.91  11.97  36.97    1.7526E-02    5.6321E-10
    1   56    9    17.565486   0.91  11.97  36.97    1.7651E-02    6.5539E-10
    1   57   10    18.622612   0.91  11.97  36.97    1.7780E-02    7.2067E-10
    1   58   11    19.615541   0.91  11.97  36.97    1.7914E-02    7.8701E-10
    1   59   12    20.551491   0.91  11.97  36.97    1.8051E-02    9.0400E-10
    1   60   13    21.436403   0.91  11.97  36.97    1.8193E-02    9.4632E-10
    1   61   14    22.275253   0.91  11.97  36.97    1.8337E-02    1.0536E-09
    1   62   15    23.072264   0.91  11.97  36.97    1.8486E-02    1.0901E-09
    1   63   16    23.831066   0.91  11.97  36.97    1.8637E-02    1.2266E-09
    1   64   17    24.554804   0.91  11.97  36.97    1.8791E-02    1.2417E-09
    1   65   18    25.246234   0.91  11.97  36.97    1.8948E-02    1.3303E-09
    1   66   19    25.907785   0.91  11.97  36.97    1.9106E-02    1.4571E-09
    1   67   20    26.541612   0.91  11.97  36.97    1.9264E-02    1.4745E-09
    1   68   21    27.149641   0.91  11.97  36.97    1.9421E-02    1.4990E-09
    1   69   22    27.733599   0.91  11.97  36.97    1.9575E-02    1.5781E-09
    1   70   23    28.295044   0.91  11.97  36.97    1.9724E-02    1.7452E-09
    1   71   24    28.835386   0.91  11.97  36.97    1.9865E-02    1.8046E-09
    1   72   25    29.355908   0.91  11.97  36.97    1.9994E-02    1.7573E-09
    1   73   26    29.857779   0.91  11.97  36.97    2.0109E-02    1.8068E-09
    1   74   27    30.342070   0.91  11.97  36.97    2.0205E-02    1.8717E-09
    1   75   28    30.809763   0.91  11.97  36.97    2.0281E-02    1.9950E-09
    1   76   29    31.261761   0.91  11.97  36.97    2.0336E-02    2.1295E-09
    1   77   30    31.698900   0.91  11.97  36.97    2.0369E-02    2.2265E-09
    1   78   31    32.121950   0.91  11.97  36.97    2.0381E-02    2.2646E-09
    1   79   32    32.531626   0.91  11.97  36.97    2.0375E-02    2.3043E-09
    1   80   33    32.928591   0.91  11.97  36.97    2.0353E-02    2.3201E-09
    1   81   34    33.313462   0.91  11.97  36.97    2.0317E-02    2.3503E-09
    1   82   35    33.686816   0.91  11.97  36.97    2.0270E-02    2.4002E-09
    1   83   36    34.049189   0.91  11.97  36.97    2.0214E-02    2.4044E-09
    1   84   37    34.401084   0.91  11.97  36.97    2.0151E-02    2.5593E-09
    1   85   38    34.742971   0.91  11.97  36.97    2.0082E-02    2.6854E-09
    1   86   39    35.075291   0.91  11.97  36.97    2.0010E-02    2.8324E-09
